Mod:Item:MetaData, Localized Name
gregtech:meta_block_compressed_63:2, 聚苯并咪唑块
gregtech:meta_block_compressed_63:4, 聚乙烯块
gregtech:meta_block_compressed_63:5, 环氧树脂块
gregtech:meta_block_compressed_63:7, 聚己内酰胺块
gregtech:meta_block_compressed_63:8, 聚四氟乙烯块
gregtech:meta_block_compressed_63:9, 糖块
gregtech:meta_block_compressed_1:1, 锎块
gregtech:meta_block_compressed_1:6, 铬块
gregtech:meta_block_compressed_1:7, 钴块
gregtech:meta_block_compressed_1:9, 铜块
gregtech:meta_block_compressed_1:10, 锔块
gregtech:meta_block_compressed_1:11, [[钅达]]块
gregtech:meta_block_compressed_1:15, 锿块
gregtech:meta_block_compressed_18:0, 坎塔尔合金块
gregtech:meta_block_compressed_18:1, 蓝金石块
gregtech:meta_block_compressed_18:2, 镁铝合金块
gregtech:meta_block_compressed_18:6, 镍铬合金块
gregtech:meta_block_compressed_18:7, 氮化铌块
gregtech:meta_block_compressed_18:8, 铌钛合金块
gregtech:meta_block_compressed_18:12, 标准纯银块
gregtech:meta_block_compressed_18:13, 玫瑰金块
gregtech:meta_block_compressed_18:14, 黑青铜块
gregtech:meta_block_compressed_18:15, 铋青铜块
gregtech:meta_block_compressed_62:8, 硅橡胶块
gregtech:meta_block_compressed_62:12, 丁苯橡胶块
gregtech:meta_block_compressed_62:14, 纤维增强环氧树脂块
gregtech:meta_block_compressed_62:15, 聚氯乙烯块
gregtech:meta_block_compressed_4:0, 钼块
gregtech:meta_block_compressed_4:2, 钕块
gregtech:meta_block_compressed_4:4, 镎块
gregtech:meta_block_compressed_4:5, 镍块
gregtech:meta_block_compressed_4:7, 铌块
gregtech:meta_block_compressed_4:11, 锇块
gregtech:meta_block_compressed_4:13, 钯块
gregtech:meta_block_compressed_126:0, 红石榴石块
gregtech:meta_block_compressed_126:1, 黄石榴石块
gregtech:meta_block_compressed_126:13, 独居石块
gregtech:meta_block_compressed_125:4, 橄榄石块
gregtech:meta_block_compressed_125:5, 猫眼石块
gregtech:meta_block_compressed_125:6, 紫水晶块
gregtech:meta_block_compressed_125:10, 磷灰石块
gregtech:meta_block_compressed_125:11, 黑钢块
gregtech:meta_block_compressed_125:12, 大马士革钢块
gregtech:meta_block_compressed_125:13, 钨钢块
gregtech:meta_block_compressed_125:14, 钴黄铜块
gregtech:meta_block_compressed_26:0, 末影珍珠块
gregtech:meta_block_compressed_26:2, 磁化钕块
gregtech:meta_block_compressed_26:7, 磁化钐块
gregtech:meta_block_compressed_26:8, 磷化锰块
gregtech:meta_block_compressed_26:9, 二硼化镁块
gregtech:meta_block_compressed_26:10, 汞钡钙铜氧合金块
gregtech:meta_block_compressed_26:11, 铀铂合金块
gregtech:meta_block_compressed_26:12, 钐铁砷氧合金块
gregtech:meta_block_compressed_26:13, 铟锡钡钛铜氧合金块
gregtech:meta_block_compressed_26:14, 铀-铑-硅岩合金块
gregtech:meta_block_compressed_26:15, 富集硅岩-凯金-铕-铿铀合金块
gregtech:meta_block_compressed_157:4, 高速钢-G块
gregtech:meta_block_compressed_157:5, 红色合金块
gregtech:meta_block_compressed_157:7, 高速钢-E块
gregtech:meta_block_compressed_157:8, 高速钢-S块
gregtech:meta_block_compressed_157:15, 蓝色合金块
gregtech:meta_block_compressed_2002:1, 氧化铍块
gregtech:meta_block_compressed_2006:13, 錔块
gregtech:meta_block_compressed_2006:15, Dulysite块
gregtech:meta_block_compressed_156:12, 末影之眼块
gregtech:meta_block_compressed_156:14, 红钢块
gregtech:meta_block_compressed_156:15, 蓝钢块
gregtech:meta_block_compressed_27:0, 钌-凯金-镅-中子素氧合金块
gregtech:meta_block_compressed_13:6, 赛特斯石英块
gregtech:meta_block_compressed_15:10, 铁铝榴石块
gregtech:meta_block_compressed_15:11, 钙铁榴石块
gregtech:meta_block_compressed_15:12, 退火铜块
gregtech:meta_block_compressed_128:1, 燧石块
gregtech:meta_block_compressed_128:14, 镀铑钯金块
gregtech:meta_block_compressed_66:12, 橡胶块
gregtech:meta_block_compressed_100:2, 下界之星块
gregtech:meta_block_frame_2001:11, 微型宇宙框架
gregtech:meta_block_frame_24:12, 碳化钨框架
gregtech:meta_block_frame_103:0, 防腐木框架
gregtech:meta_block_frame_156:15, 蓝钢框架
gregtech:meta_block_frame_17:15, 殷钢框架
gregtech:meta_block_frame_101:1, 木框架
gregtech:meta_block_frame_7:1, 钛框架
gregtech:meta_block_frame_7:3, 钨框架
gregtech:meta_block_frame_7:15, 中子素框架
gregtech:meta_block_frame_2000:3, 玄钢框架
gregtech:meta_block_frame_16:3, 黄铜框架
gregtech:meta_block_frame_16:4, 青铜框架
gregtech:meta_block_frame_188:12, HSLA钢框架
gregtech:meta_block_frame_188:14, 耐热铬铁合金-MA956框架
gregtech:meta_block_frame_2:1, 铕框架
gregtech:meta_block_frame_8:0, 三钛合金框架
gregtech:meta_block_frame_157:4, 高速钢-G框架
gregtech:meta_block_frame_157:7, 高速钢-E框架
gregtech:meta_block_frame_157:8, 高速钢-S框架
gregtech:meta_block_frame_20:3, 不锈钢框架
gregtech:meta_block_frame_20:4, 钢框架
gregtech:meta_block_frame_20:11, 哈氏合金框架
gregtech:meta_block_frame_63:8, 聚四氟乙烯框架
gregtech:meta_block_frame_125:11, 黑钢框架
gregtech:meta_block_frame_125:13, 钨钢框架
gregtech:meta_block_frame_187:9, 防水钢框架
gregtech:meta_block_frame_187:10, 马氏体时效钢300框架
gregtech:meta_block_frame_187:11, 哈斯特洛依合金-C276框架
gregtech:meta_block_frame_187:12, 哈斯特洛依合金-X框架
gregtech:meta_block_frame_0:2, 铝框架
gregtech:meta_block_frame_0:9, 锫框架
gregtech:meta_block_frame_127:10, 硅岩合金框架
effortlessbuilding:randomizer_bag, Randomizer Bag
effortlessbuilding:reach_upgrade1, Reach Upgrade 1
effortlessbuilding:reach_upgrade2, Reach Upgrade 2
effortlessbuilding:reach_upgrade3, Reach Upgrade 3
elevatorid:elevator_white, White Elevator
elevatorid:elevator_orange, Orange Elevator
elevatorid:elevator_magenta, Magenta Elevator
elevatorid:elevator_light_blue, Light Blue Elevator
elevatorid:elevator_yellow, Yellow Elevator
elevatorid:elevator_lime, Lime Elevator
elevatorid:elevator_pink, Pink Elevator
elevatorid:elevator_gray, Gray Elevator
elevatorid:elevator_silver, Light Gray Elevator
elevatorid:elevator_cyan, Cyan Elevator
elevatorid:elevator_purple, Purple Elevator
elevatorid:elevator_blue, Blue Elevator
elevatorid:elevator_brown, Brown Elevator
elevatorid:elevator_green, Green Elevator
elevatorid:elevator_red, Red Elevator
elevatorid:elevator_black, Black Elevator
extendedcrafting:storage:0, Block of Black Iron
extendedcrafting:storage:1, Block of Luminessence
extendedcrafting:storage:2, Block of Nether Stars
extendedcrafting:storage:3, Block of Crystaltine
extendedcrafting:storage:4, Block of Omnium
extendedcrafting:storage:5, Block of Ender
extendedcrafting:storage:6, Block of Endest Stars
extendedcrafting:storage:7, Block of Enhanced Ender
extendedcrafting:frame, Black Iron Frame
extendedcrafting:lamp:0, Black Iron Lamp
extendedcrafting:lamp:1, Black Iron Lamp
extendedcrafting:trimmed:0, Block of Black Steel
extendedcrafting:trimmed:1, Block of Black Steel
extendedcrafting:trimmed:2, Block of Black Steel
extendedcrafting:trimmed:3, Block of Black Steel
extendedcrafting:trimmed:4, Block of Black Steel
extendedcrafting:trimmed:5, Block of Black Steel
extendedcrafting:crafting_table, Crafting Table
extendedcrafting:pedestal, Pedestal
extendedcrafting:crafting_core, Crafting Core
extendedcrafting:interface, Automation Interface
extendedcrafting:table_basic, Basic Crafting Table
extendedcrafting:table_advanced, Extended Crafting Table
extendedcrafting:table_elite, Elite Extended Crafting Table
extendedcrafting:table_ultimate, Ultimate Extended Crafting Table
extendedcrafting:compressor, Quantum Compressor
extendedcrafting:ender_alternator, Ender Alternator
extendedcrafting:ender_crafter, Ender Crafter
extendedcrafting:guide, Extended Crafting Guide
extendedcrafting:material:0, Black Iron Ingot
extendedcrafting:material:1, Black Iron Nugget
extendedcrafting:material:2, Black Iron Slate
extendedcrafting:material:3, Black Iron Rod
extendedcrafting:material:7, Luminessence
extendedcrafting:material:8, Basic Catalyst
extendedcrafting:material:9, Advanced Catalyst
extendedcrafting:material:10, Elite Catalyst
extendedcrafting:material:11, Ultimate Catalyst
extendedcrafting:material:12, Crystaltine Catalyst
extendedcrafting:material:13, Conflux Catalyst
extendedcrafting:material:14, Basic Component
extendedcrafting:material:15, Advanced Component
extendedcrafting:material:16, Elite Component
extendedcrafting:material:17, Ultimate Component
extendedcrafting:material:18, Crystaltine Component
extendedcrafting:material:19, Conflux Component
extendedcrafting:material:24, Crystaltine Ingot
extendedcrafting:material:25, Crystaltine Nugget
extendedcrafting:material:32, Omnium Ingot
extendedcrafting:material:33, Omnium Nugget
extendedcrafting:material:36, Ender Ingot
extendedcrafting:material:37, Ender Nugget
extendedcrafting:material:40, Endest Star
extendedcrafting:material:41, Endest Star Nugget
extendedcrafting:material:48, Enhanced Ender Ingot
extendedcrafting:material:49, Enhanced Ender Nugget
extendedcrafting:material:128, Diamond Nugget
extendedcrafting:material:129, Emerald Nugget
extendedcrafting:material:140, Nether Star Nugget
extendedcrafting:handheld_table, Handheld Crafting Table
extendedcrafting:recipe_maker:0, Recipe Maker
extendedcrafting:singularity:0, Coal Singularity
extendedcrafting:singularity:1, Iron Singularity
extendedcrafting:singularity:2, Lapis Lazuli Singularity
extendedcrafting:singularity:3, Redstone Singularity
extendedcrafting:singularity:4, Glowstone Singularity
extendedcrafting:singularity:5, Gold Singularity
extendedcrafting:singularity:6, Diamond Singularity
extendedcrafting:singularity:7, Emerald Singularity
extendedcrafting:singularity:16, Aluminum Singularity
extendedcrafting:singularity:17, Copper Singularity
extendedcrafting:singularity:18, Tin Singularity
extendedcrafting:singularity:19, Bronze Singularity
extendedcrafting:singularity:20, Zinc Singularity
extendedcrafting:singularity:21, Brass Singularity
extendedcrafting:singularity:22, Silver Singularity
extendedcrafting:singularity:23, Lead Singularity
extendedcrafting:singularity:24, Steel Singularity
extendedcrafting:singularity:25, Nickel Singularity
extendedcrafting:singularity:26, Constantan Singularity
extendedcrafting:singularity:27, Electrum Singularity
extendedcrafting:singularity:28, Invar Singularity
extendedcrafting:singularity:29, Mithril Singularity
extendedcrafting:singularity:30, Tungsten Singularity
extendedcrafting:singularity:31, Titanium Singularity
extendedcrafting:singularity:32, Uranium Singularity
extendedcrafting:singularity:33, Chrome Singularity
extendedcrafting:singularity:34, Platinum Singularity
extendedcrafting:singularity:35, Iridium Singularity
extendedcrafting:singularity:48, Signalum Singularity
extendedcrafting:singularity:49, Lumium Singularity
extendedcrafting:singularity:50, Enderium Singularity
extendedcrafting:singularity:64, Ardite Singularity
extendedcrafting:singularity:65, Cobalt Singularity
extendedcrafting:singularity:66, Manyullyn Singularity
extendedcrafting:singularity_ultimate, Mote of Omnium
storagedrawers:upgrade_template, 升级模板
storagedrawers:upgrade_storage:0, 抽屉容量升级 (I)
storagedrawers:upgrade_storage:1, 抽屉容量升级 (II)
storagedrawers:upgrade_storage:2, 抽屉容量升级 (III)
storagedrawers:upgrade_storage:3, 抽屉容量升级 (IV)
storagedrawers:upgrade_storage:4, 抽屉容量升级 (V)
storagedrawers:upgrade_one_stack, 抽屉容量降级
storagedrawers:upgrade_status:0, 状态显示升级 (I)
storagedrawers:upgrade_status:1, 状态显示升级 (II)
storagedrawers:upgrade_void, 清空升级
storagedrawers:upgrade_creative:0, 创造模式容量升级
storagedrawers:upgrade_creative:1, 创造模式取出升级
storagedrawers:upgrade_redstone:0, 红石升级
storagedrawers:upgrade_redstone:1, 红石升级（最多）
storagedrawers:upgrade_redstone:2, 红石升级（最少）
storagedrawers:drawer_key, 绑定钥匙
storagedrawers:shroud_key, 屏蔽钥匙
storagedrawers:personal_key, 私人钥匙
storagedrawers:quantify_key, 数量钥匙
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:0, 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:1, 1x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:2, 2x2 基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:3, 1x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:basicdrawers:4, 2x2 小型基础抽屉
storagedrawers:keybutton:0, 綁定钥匙按钮
storagedrawers:keybutton:1, 屏蔽钥匙按钮
storagedrawers:keybutton:2, 私人钥匙按钮
storagedrawers:keybutton:3, 数量钥匙按钮
storagedrawers:compdrawers, 压缩抽屉
storagedrawers:controller, 抽屉管理器
storagedrawers:controllerslave, 管理器传动方块
storagedrawers:trim:0, 橡木桥接方块
storagedrawers:trim:1, 云杉木桥接方块
storagedrawers:trim:2, 白桦木桥接方块
storagedrawers:trim:3, 丛林木桥接方块
storagedrawers:trim:4, 金合欢木桥接方块
storagedrawers:trim:5, 深色橡木桥接方块
storagedrawers:framingtable, 成型台
storagedrawers:customdrawers:0, 镶框抽屉
storagedrawers:customdrawers:1, 1x2 镶框抽屉
storagedrawers:customdrawers:2, 2x2 镶框抽屉
storagedrawers:customdrawers:3, 1x2 小型镶框抽屉
storagedrawers:customdrawers:4, 2x2 小型镶框抽屉
storagedrawers:customtrim, 镶框
framedcompactdrawers:framed_compact_drawer, Framed Compacting Drawer
framedcompactdrawers:framed_drawer_controller:0, Framed Drawer Controller
framedcompactdrawers:framed_slave:0, Framed Controller Slave
gcym:unique_casing:0, 粉碎轮
gcym:unique_casing:1, 切片刀
gcym:unique_casing:2, 电解器
gcym:unique_casing:3, 散热片
gcym:unique_casing:4, 二硅化钼线圈方块
gcym:large_multiblock_casing:0, 安全研磨机械方块
gcym:large_multiblock_casing:1, 高温冶炼机械方块
gcym:large_multiblock_casing:2, 大型组装机机械方块
gcym:large_multiblock_casing:3, 耐压机械方块
gcym:large_multiblock_casing:4, 耐腐蚀机械方块
gcym:large_multiblock_casing:5, 防震机械方块
gcym:large_multiblock_casing:6, 防水机械方块
gcym:large_multiblock_casing:7, 防震切割机械方块
gcym:large_multiblock_casing:8, 绝缘机械方块
gcym:large_multiblock_casing:9, Reaction-Safe Casing
gcym:large_multiblock_casing:10, 抗激光蚀刻机械方块
gcym:large_multiblock_casing:11, 原子机械方块
gcym:large_multiblock_casing:12, 工业蒸汽机械方块
hooked:hook:0, Wooden Hook
hooked:hook:1, Iron Hook
hooked:hook:2, Diamond Hook
hooked:hook:3, Red Hook
hooked:hook:4, Ender Hook
hooked:microcrafting:0, Plant Fiber
hooked:microcrafting:1, Rope
hooked:microcrafting:2, Iron Chain Link
hooked:microcrafting:3, Iron Chain
jecalculation:item_calculator:0, 合成计算器
jecalculation:item_calculator:1, 数学计算器
littletiles:hammer:0, 锤子
littletiles:recipeadvanced:0, 蓝图
littletiles:saw, 锯子
littletiles:container, 收纳袋
littletiles:wrench, 扳手
littletiles:screwdriver:0, 螺丝刀
littletiles:chisel:0, 凿子
littletiles:colortube:0, 画笔
littletiles:grabber:0, 手套
littletiles:premade:0, 工作台
littletiles:premade:0, 导入台
littletiles:premade:0, 导出台
littletiles:premade:0, 粒子发射器
littletiles:premade:0, O形电气化工具(空白)
littletiles:premade:0, 单芯电缆(1-bit)
littletiles:premade:0, 单芯电缆(4-bit)
littletiles:premade:0, 单芯电缆(16-bit)
littletiles:premade:0, 单向输出(1-bit)
littletiles:premade:0, 单向输出(4-bit)
littletiles:premade:0, 单向输出(16-bit)
littletiles:premade:0, 单向输入(1-bit)
littletiles:premade:0, 单向输入(4-bit)
littletiles:premade:0, 单向输入(16-bit)
littletiles:premade:0, 信号显示器(16-bit)
littletiles:premade:0, 结构生成器
littletiles:ltstorageblocktile, 储存方块
littletiles:ltcoloredblock:0, 染色方块(清澈)
littletiles:ltcoloredblock:1, 染色方块(基底)
littletiles:ltcoloredblock:2, 染色方块(大纹理)
littletiles:ltcoloredblock:3, 染色方块(正常纹理)
littletiles:ltcoloredblock:4, 染色方块(低纹理)
littletiles:ltcoloredblock:5, 染色方块(砖块)
littletiles:ltcoloredblock:6, 染色方块(邻接)
littletiles:ltcoloredblock:7, 染色方块(大石砖)
littletiles:ltcoloredblock:8, Dyeable Chiseled
littletiles:ltcoloredblock:9, 染色方块(大裂石砖)
littletiles:ltcoloredblock:10, 染色方块(黏土)
littletiles:ltcoloredblock:12, 岩浆方块
littletiles:ltcoloredblock:13, Dyeable Strips
littletiles:ltcoloredblock:14, 岩浆方块(白色)
littletiles:ltcoloredblock2:0, 染色方块(砾石)
littletiles:ltcoloredblock2:1, 染色方块(砂纹)
littletiles:ltcoloredblock2:2, 染色方块(石纹)
littletiles:ltcoloredblock2:3, Dyeable Cork
littletiles:ltcoloredblock2:4, 不透明水(白色)
littletiles:lttransparentcoloredblock:5, 水方块
littletiles:lttransparentcoloredblock:6, 水方块(白色)
littletiles:ltsinglecable, tile.ltsinglecable.name
littletiles:ltinput, tile.ltinput.name
littletiles:ltoutput, tile.ltoutput.name
littletiles:signal_converter, 信号转换器
morefurnaces:upgrade:0, 熔炉升级：原版>>铁
morefurnaces:upgrade:1, 熔炉升级：原版>>地狱岩
morefurnaces:upgrade:2, 熔炉升级：铁>>金
morefurnaces:upgrade:3, 熔炉升级：铁>>黑曜石
morefurnaces:upgrade:4, 熔炉升级：金>>钻石
morefurnaces:upgrade:5, 熔炉升级：铜>>银
morefurnaces:upgrade:6, 熔炉升级：铁>>银
morefurnaces:upgrade:7, 熔炉升级：原版>>铜
morefurnaces:furnaceblock:0, 铁质熔炉
morefurnaces:furnaceblock:1, 金质熔炉
morefurnaces:furnaceblock:2, 钻石熔炉
morefurnaces:furnaceblock:3, 黑曜石熔炉
morefurnaces:furnaceblock:4, 地狱岩熔炉
morefurnaces:furnaceblock:5, 铜质熔炉
morefurnaces:furnaceblock:6, 银质熔炉
moreplates:hammer, Hammer
naturescompass:naturescompass, 自然罗盘
openglider:hang_glider_part:0, Glider Wing (Left)
openglider:hang_glider_part:1, Glider Wing (Right)
openglider:hang_glider_part:2, Scaffolding
openglider:hang_glider_basic, Hang Glider
openglider:hang_glider_advanced, Advanced Hang Glider
snad:snad:0, Snad
snad:snad:1, Red Snad
supersoundmuffler:sound_muffler_bauble, Super Sound Muffler
supersoundmuffler:sound_muffler, Super Sound Muffler
toolbelt:belt, 工具皮带
toolbelt:pouch, 皮带袋
torchmaster:mega_torch:0, 巨型火炬
torchmaster:mega_torch:1, 熄灭的巨型火炬
torchmaster:terrain_lighter, 区域火把放置器
torchmaster:dread_lamp, 恐惧之灯
torchmaster:feral_flare_lantern, Feral Flare Lantern
torchmaster:frozen_pearl, Frozen Pearl
wct:wct, 无线�?��?终端
wct:wct_creative, 创造模�?无线�?��?终端
wct:magnet_card, �?�?�
xtones:base, Xtone Tile
xtones:lamp_flat, Flat Lamp
xtones:agon:0, Agon 1
xtones:agon:1, Agon 2
xtones:agon:2, Agon 3
xtones:agon:3, Agon 4
xtones:agon:4, Agon 5
xtones:agon:5, Agon 6
xtones:agon:6, Agon 7
xtones:agon:7, Agon 8
xtones:agon:8, Agon 9
xtones:agon:9, Agon 10
xtones:agon:10, Agon 11
xtones:agon:11, Agon 12
xtones:agon:12, Agon 13
xtones:agon:13, Agon 14
xtones:agon:14, Agon 15
xtones:agon:15, Agon 16
xtones:azur:0, Azur 1
xtones:azur:1, Azur 2
xtones:azur:2, Azur 3
xtones:azur:3, Azur 4
xtones:azur:4, Azur 5
xtones:azur:5, Azur 6
xtones:azur:6, Azur 7
xtones:azur:7, Azur 8
xtones:azur:8, Azur 9
xtones:azur:9, Azur 10
xtones:azur:10, Azur 11
xtones:azur:11, Azur 12
xtones:azur:12, Azur 13
xtones:azur:13, Azur 14
xtones:azur:14, Azur 15
xtones:azur:15, Azur 16
xtones:bitt:0, Bitt 1
xtones:bitt:1, Bitt 2
xtones:bitt:2, Bitt 3
xtones:bitt:3, Bitt 4
xtones:bitt:4, Bitt 5
xtones:bitt:5, Bitt 6
xtones:bitt:6, Bitt 7
xtones:bitt:7, Bitt 8
xtones:bitt:8, Bitt 9
xtones:bitt:9, Bitt 10
xtones:bitt:10, Bitt 11
xtones:bitt:11, Bitt 12
xtones:bitt:12, Bitt 13
xtones:bitt:13, Bitt 14
xtones:bitt:14, Bitt 15
xtones:bitt:15, Bitt 16
xtones:cray:0, Cray 1
xtones:cray:1, Cray 2
xtones:cray:2, Cray 3
xtones:cray:3, Cray 4
xtones:cray:4, Cray 5
xtones:cray:5, Cray 6
xtones:cray:6, Cray 7
xtones:cray:7, Cray 8
xtones:cray:8, Cray 9
xtones:cray:9, Cray 10
xtones:cray:10, Cray 11
xtones:cray:11, Cray 12
xtones:cray:12, Cray 13
xtones:cray:13, Cray 14
xtones:cray:14, Cray 15
xtones:cray:15, Cray 16
xtones:fort:0, Fort 1
xtones:fort:1, Fort 2
xtones:fort:2, Fort 3
xtones:fort:3, Fort 4
xtones:fort:4, Fort 5
xtones:fort:5, Fort 6
xtones:fort:6, Fort 7
xtones:fort:7, Fort 8
xtones:fort:8, Fort 9
xtones:fort:9, Fort 10
xtones:fort:10, Fort 11
xtones:fort:11, Fort 12
xtones:fort:12, Fort 13
xtones:fort:13, Fort 14
xtones:fort:14, Fort 15
xtones:fort:15, Fort 16
xtones:glaxx:0, Glaxx 1
xtones:glaxx:1, Glaxx 2
xtones:glaxx:2, Glaxx 3
xtones:glaxx:3, Glaxx 4
xtones:glaxx:4, Glaxx 5
xtones:glaxx:5, Glaxx 6
xtones:glaxx:6, Glaxx 7
xtones:glaxx:7, Glaxx 8
xtones:glaxx:8, Glaxx 9
xtones:glaxx:9, Glaxx 10
xtones:glaxx:10, Glaxx 11
xtones:glaxx:11, Glaxx 12
xtones:glaxx:12, Glaxx 13
xtones:glaxx:13, Glaxx 14
xtones:glaxx:14, Glaxx 15
xtones:glaxx:15, Glaxx 16
xtones:iszm:0, Iszm 1
xtones:iszm:1, Iszm 2
xtones:iszm:2, Iszm 3
xtones:iszm:3, Iszm 4
xtones:iszm:4, Iszm 5
xtones:iszm:5, Iszm 6
xtones:iszm:6, Iszm 7
xtones:iszm:7, Iszm 8
xtones:iszm:8, Iszm 9
xtones:iszm:9, Iszm 10
xtones:iszm:10, Iszm 11
xtones:iszm:11, Iszm 12
xtones:iszm:12, Iszm 13
xtones:iszm:13, Iszm 14
xtones:iszm:14, Iszm 15
xtones:iszm:15, Iszm 16
xtones:jelt:0, Jelt 1
xtones:jelt:1, Jelt 2
xtones:jelt:2, Jelt 3
xtones:jelt:3, Jelt 4
xtones:jelt:4, Jelt 5
xtones:jelt:5, Jelt 6
xtones:jelt:6, Jelt 7
xtones:jelt:7, Jelt 8
xtones:jelt:8, Jelt 9
xtones:jelt:9, Jelt 10
xtones:jelt:10, Jelt 11
xtones:jelt:11, Jelt 12
xtones:jelt:12, Jelt 13
xtones:jelt:13, Jelt 14
xtones:jelt:14, Jelt 15
xtones:jelt:15, Jelt 16
xtones:korp:0, Korp 1
xtones:korp:1, Korp 2
xtones:korp:2, Korp 3
xtones:korp:3, Korp 4
xtones:korp:4, Korp 5
xtones:korp:5, Korp 6
xtones:korp:6, Korp 7
xtones:korp:7, Korp 8
xtones:korp:8, Korp 9
xtones:korp:9, Korp 10
xtones:korp:10, Korp 11
xtones:korp:11, Korp 12
xtones:korp:12, Korp 13
xtones:korp:13, Korp 14
xtones:korp:14, Korp 15
xtones:korp:15, Korp 16
xtones:kryp:0, Kryp 1
xtones:kryp:1, Kryp 2
xtones:kryp:2, Kryp 3
xtones:kryp:3, Kryp 4
xtones:kryp:4, Kryp 5
xtones:kryp:5, Kryp 6
xtones:kryp:6, Kryp 7
xtones:kryp:7, Kryp 8
xtones:kryp:8, Kryp 9
xtones:kryp:9, Kryp 10
xtones:kryp:10, Kryp 11
xtones:kryp:11, Kryp 12
xtones:kryp:12, Kryp 13
xtones:kryp:13, Kryp 14
xtones:kryp:14, Kryp 15
xtones:kryp:15, Kryp 16
xtones:lair:0, Lair 1
xtones:lair:1, Lair 2
xtones:lair:2, Lair 3
xtones:lair:3, Lair 4
xtones:lair:4, Lair 5
xtones:lair:5, Lair 6
xtones:lair:6, Lair 7
xtones:lair:7, Lair 8
xtones:lair:8, Lair 9
xtones:lair:9, Lair 10
xtones:lair:10, Lair 11
xtones:lair:11, Lair 12
xtones:lair:12, Lair 13
xtones:lair:13, Lair 14
xtones:lair:14, Lair 15
xtones:lair:15, Lair 16
xtones:lave:0, Lave 1
xtones:lave:1, Lave 2
xtones:lave:2, Lave 3
xtones:lave:3, Lave 4
xtones:lave:4, Lave 5
xtones:lave:5, Lave 6
xtones:lave:6, Lave 7
xtones:lave:7, Lave 8
xtones:lave:8, Lave 9
xtones:lave:9, Lave 10
xtones:lave:10, Lave 11
xtones:lave:11, Lave 12
xtones:lave:12, Lave 13
xtones:lave:13, Lave 14
xtones:lave:14, Lave 15
xtones:lave:15, Lave 16
xtones:mint:0, Mint 1
xtones:mint:1, Mint 2
xtones:mint:2, Mint 3
xtones:mint:3, Mint 4
xtones:mint:4, Mint 5
xtones:mint:5, Mint 6
xtones:mint:6, Mint 7
xtones:mint:7, Mint 8
xtones:mint:8, Mint 9
xtones:mint:9, Mint 10
xtones:mint:10, Mint 11
xtones:mint:11, Mint 12
xtones:mint:12, Mint 13
xtones:mint:13, Mint 14
xtones:mint:14, Mint 15
xtones:mint:15, Mint 16
xtones:myst:0, Myst 1
xtones:myst:1, Myst 2
xtones:myst:2, Myst 3
xtones:myst:3, Myst 4
xtones:myst:4, Myst 5
xtones:myst:5, Myst 6
xtones:myst:6, Myst 7
xtones:myst:7, Myst 8
xtones:myst:8, Myst 9
xtones:myst:9, Myst 10
xtones:myst:10, Myst 11
xtones:myst:11, Myst 12
xtones:myst:12, Myst 13
xtones:myst:13, Myst 14
xtones:myst:14, Myst 15
xtones:myst:15, Myst 16
xtones:reds:0, Reds 1
xtones:reds:1, Reds 2
xtones:reds:2, Reds 3
xtones:reds:3, Reds 4
xtones:reds:4, Reds 5
xtones:reds:5, Reds 6
xtones:reds:6, Reds 7
xtones:reds:7, Reds 8
xtones:reds:8, Reds 9
xtones:reds:9, Reds 10
xtones:reds:10, Reds 11
xtones:reds:11, Reds 12
xtones:reds:12, Reds 13
xtones:reds:13, Reds 14
xtones:reds:14, Reds 15
xtones:reds:15, Reds 16
xtones:reed:0, Reed 1
xtones:reed:1, Reed 2
xtones:reed:2, Reed 3
xtones:reed:3, Reed 4
xtones:reed:4, Reed 5
xtones:reed:5, Reed 6
